time_casa,time_fora,dia_jogo,hora_jogo,mult_vitoria_time_1,mult_vitoria_time_2,num_apostas
Bahia,Cruzeiro,seg.,20:00,4.9,4.0,283
Botafogo,Mirassol,qua.,19:30,2.75,3.4,291
Vitória,Fluminense,sáb.,16:00,1.45,4.1,297
Botafogo,Atlético-MG,sáb.,18:30,2.8,3.3,317
Ceará,Bahia,sáb.,18:30,1.45,4.1,261
Palmeiras,Fortaleza,sáb.,21:00,2.08,3.55,277
Mirassol,Juventude,21 de set.,16:00,5.3,4.5,270
Flamengo,Vasco,21 de set.,17:30,2.1,3.5,268
Internacional,Grêmio,21 de set.,17:30,3.35,3.5,256
Sport,Corinthians,21 de set.,17:30,1.47,4.0,254
Cruzeiro,Bragantino,21 de set.,20:30,5.5,4.5,300
Santos,São Paulo,21 de set.,20:30,1.37,4.4,276
