id_odd,time_casa,time_fora,dia_jogo,hora_jogo,mult_vitoria_time_1,mult_empate,mult_vitoria_time_2,data_jogo,num_apostas
541,Bragantino,Corinthians,qua.,19:00,2.23,3.2,3.3,2025-11-05 19:00:00,335.0
542,Sport,Juventude,qua.,19:00,1.83,3.45,4.4,2025-11-05 19:00:00,336.0
543,Vitória,Internacional,qua.,19:00,2.48,3.25,2.85,2025-11-05 19:00:00,319.0
544,Botafogo,Vasco,qua.,19:30,1.89,3.6,3.9,2025-11-05 19:30:00,344.0
545,Atlético-MG,Bahia,qua.,20:00,2.16,3.3,3.35,2025-11-05 20:00:00,349.0
546,Grêmio,Cruzeiro,qua.,20:00,3.15,3.2,2.3,2025-11-05 20:00:00,321.0
547,São Paulo,Flamengo,qua.,21:30,4.1,3.2,1.97,2025-11-05 21:30:00,301.0
548,Fluminense,Mirassol,6 de nov.,19:30,1.93,3.25,4.2,2025-11-06 19:30:00,351.0
549,Ceará,Fortaleza,6 de nov.,20:00,2.28,3.15,3.25,2025-11-06 20:00:00,316.0
550,Palmeiras,Santos,6 de nov.,21:30,1.4,4.5,8.0,2025-11-06 21:30:00,348.0
551,Fortaleza,Vitória,13 de set.,16:00,1.9,3.35,4.2,2025-09-13 16:00:00,282.0
552,Grêmio,Mirassol,13 de set.,16:00,2.25,3.2,3.25,2025-09-13 16:00:00,272.0
553,Palmeiras,Internacional,13 de set.,18:30,1.62,3.7,5.75,2025-09-13 18:30:00,257.0
554,Fluminense,Corinthians,13 de set.,21:00,1.98,3.2,4.1,2025-09-13 21:00:00,315.0
555,Bragantino,Sport,14 de set.,11:00,1.89,3.45,4.1,2025-09-14 11:00:00,253.0
556,Juventude,Flamengo,14 de set.,16:00,8.0,4.3,1.42,2025-09-14 16:00:00,280.0
557,São Paulo,Botafogo,14 de set.,17:30,2.17,3.05,3.65,2025-09-14 17:30:00,245.0
558,Vasco,Ceará,14 de set.,20:30,1.84,3.35,4.5,2025-09-14 20:30:00,290.0
559,Bahia,Cruzeiro,15 de set.,20:00,2.3,3.1,3.25,2025-09-15 20:00:00,314.0
560,Vitória,Fluminense,20 de set.,16:00,2.55,3.0,2.9,2025-09-20 16:00:00,40.0
561,Botafogo,Atlético-MG,20 de set.,18:30,1.6,3.6,6.0,2025-09-20 18:30:00,40.0
562,Ceará,Bahia,20 de set.,18:30,2.75,3.0,2.7,2025-09-20 18:30:00,40.0
563,Palmeiras,Fortaleza,20 de set.,21:00,1.33,4.5,10.0,2025-09-20 21:00:00,39.0
564,Mirassol,Juventude,21 de set.,16:00,1.58,3.7,5.75,2025-09-21 16:00:00,40.0
565,Flamengo,Vasco,21 de set.,17:30,1.53,4.0,6.0,2025-09-21 17:30:00,40.0
566,Internacional,Grêmio,21 de set.,17:30,1.94,3.1,4.25,2025-09-21 17:30:00,40.0
567,Sport,Corinthians,21 de set.,17:30,2.8,3.0,2.63,2025-09-21 17:30:00,40.0
568,Cruzeiro,Bragantino,21 de set.,20:30,1.54,3.8,6.25,2025-09-21 20:30:00,40.0
569,Santos,São Paulo,21 de set.,20:30,2.48,3.0,3.0,2025-09-21 20:30:00,40.0
570,Cruzeiro,Vitória,sáb.,16:00,1.4,4.5,8.0,2025-11-01 16:00:00,413.0
571,Santos,Fortaleza,sáb.,16:00,1.64,3.9,5.1,2025-11-01 16:00:00,442.0
572,Mirassol,Botafogo,sáb.,18:00,2.28,3.25,3.2,2025-11-01 18:00:00,417.0
573,Flamengo,Sport,sáb.,21:00,1.15,7.5,17.0,2025-11-01 21:00:00,439.0
574,Bahia,Bragantino,dom.,16:00,1.63,3.9,5.1,2025-11-02 16:00:00,453.0
575,Ceará,Fluminense,dom.,16:00,2.8,3.0,2.63,2025-11-02 16:00:00,466.0
576,Corinthians,Grêmio,dom.,16:00,1.72,3.4,5.3,2025-11-02 16:00:00,468.0
577,Internacional,Atlético-MG,dom.,18:30,2.0,3.15,4.0,2025-11-02 18:30:00,431.0
578,Juventude,Palmeiras,dom.,18:30,6.75,4.1,1.5,2025-11-02 18:30:00,490.0
579,Vasco,São Paulo,dom.,20:30,2.12,3.15,3.65,2025-11-02 20:30:00,455.0
580,Bragantino,Corinthians,qua.,19:00,2.23,3.2,3.3,2025-11-05 19:00:00,335.0
581,Sport,Juventude,qua.,19:00,1.82,3.5,4.4,2025-11-05 19:00:00,336.0
582,Vitória,Internacional,qua.,19:00,2.48,3.2,2.88,2025-11-05 19:00:00,316.0
583,Botafogo,Vasco,qua.,19:30,1.9,3.55,3.95,2025-11-05 19:30:00,336.0
584,Atlético-MG,Bahia,qua.,20:00,2.16,3.3,3.35,2025-11-05 20:00:00,349.0
585,Grêmio,Cruzeiro,qua.,20:00,3.1,3.2,2.32,2025-11-05 20:00:00,312.0
586,São Paulo,Flamengo,qua.,21:30,4.2,3.2,1.95,2025-11-05 21:30:00,302.0
587,Fluminense,Mirassol,qui.,19:30,1.93,3.3,4.1,2025-11-06 19:30:00,347.0
588,Ceará,Fortaleza,qui.,20:00,2.28,3.2,3.2,2025-11-06 20:00:00,307.0
589,Palmeiras,Santos,qui.,21:30,1.4,4.5,8.0,2025-11-06 21:30:00,348.0
590,Bahia,Cruzeiro,seg.,20:00,2.48,3.0,3.05,2025-09-15 20:00:00,283.0
591,Botafogo,Mirassol,qua.,19:30,1.62,3.8,5.5,2025-09-17 19:30:00,291.0
592,Vitória,Fluminense,sáb.,16:00,2.75,3.05,2.7,2025-09-20 16:00:00,297.0
593,Botafogo,Atlético-MG,sáb.,18:30,1.61,3.6,6.1,2025-09-20 18:30:00,317.0
594,Ceará,Bahia,sáb.,18:30,2.75,3.05,2.65,2025-09-20 18:30:00,261.0
595,Palmeiras,Fortaleza,sáb.,21:00,1.37,4.5,9.0,2025-09-20 21:00:00,277.0
596,Mirassol,Juventude,21 de set.,16:00,1.6,3.75,6.0,2025-09-21 16:00:00,270.0
597,Flamengo,Vasco,21 de set.,17:30,1.4,4.4,8.0,2025-09-21 17:30:00,268.0
598,Internacional,Grêmio,21 de set.,17:30,1.85,3.25,4.6,2025-09-21 17:30:00,256.0
599,Sport,Corinthians,21 de set.,17:30,2.85,3.05,2.63,2025-09-21 17:30:00,254.0
600,Cruzeiro,Bragantino,21 de set.,20:30,1.57,3.75,6.1,2025-09-21 20:30:00,300.0
601,Santos,São Paulo,21 de set.,20:30,2.48,3.05,3.0,2025-09-21 20:30:00,276.0
602,Atlético-MG,Fortaleza,qua.,20:30,1.7,3.45,4.8,2025-11-12 20:30:00,302.0
603,Sport,Flamengo,sáb.,18:30,9.5,4.6,1.3,2025-11-15 18:30:00,293.0
604,Santos,Palmeiras,sáb.,21:00,3.75,3.4,1.9,2025-11-15 21:00:00,308.0
605,Bragantino,Atlético-MG,16 de nov.,19:00,2.06,3.2,3.45,2025-11-16 19:00:00,287.0
606,Fortaleza,Vitória,sáb.,16:00,1.9,3.35,4.2,2025-09-13 16:00:00,355.0
607,Grêmio,Mirassol,sáb.,16:00,2.25,3.2,3.25,2025-09-13 16:00:00,315.0
608,Palmeiras,Internacional,sáb.,18:30,1.62,3.65,5.8,2025-09-13 18:30:00,311.0
609,Fluminense,Corinthians,sáb.,21:00,2.05,3.05,4.0,2025-09-13 21:00:00,310.0
610,Bragantino,Sport,dom.,11:00,1.89,3.4,4.2,2025-09-14 11:00:00,255.0
611,Atlético-MG,Santos,dom.,16:00,1.84,3.45,4.25,2025-09-14 16:00:00,306.0
612,Juventude,Flamengo,dom.,16:00,8.0,4.35,1.41,2025-09-14 16:00:00,283.0
613,São Paulo,Botafogo,dom.,17:30,2.18,3.0,3.65,2025-09-14 17:30:00,248.0
614,Vasco,Ceará,dom.,20:30,1.84,3.35,4.5,2025-09-14 20:30:00,290.0
615,Bahia,Cruzeiro,seg.,20:00,2.3,3.05,3.3,2025-09-15 20:00:00,277.0
616,Botafogo,Mirassol,17 de set.,19:30,1.62,3.8,5.5,2025-09-17 19:30:00,283.0
617,Vitória,Fluminense,20 de set.,16:00,2.5,3.05,2.95,2025-09-20 16:00:00,293.0
618,Botafogo,Atlético-MG,20 de set.,18:30,1.61,3.6,6.1,2025-09-20 18:30:00,308.0
619,Ceará,Bahia,20 de set.,18:30,2.75,3.1,2.65,2025-09-20 18:30:00,256.0
620,Palmeiras,Fortaleza,20 de set.,21:00,1.37,4.4,9.5,2025-09-20 21:00:00,267.0
621,Mirassol,Juventude,21 de set.,16:00,1.6,3.75,5.8,2025-09-21 16:00:00,262.0
622,Flamengo,Vasco,21 de set.,17:30,1.52,3.95,6.5,2025-09-21 17:30:00,271.0
623,Internacional,Grêmio,21 de set.,17:30,1.95,3.1,4.35,2025-09-21 17:30:00,259.0
624,Sport,Corinthians,21 de set.,17:30,2.8,3.05,2.65,2025-09-21 17:30:00,251.0
625,Cruzeiro,Bragantino,21 de set.,20:30,1.53,4.0,6.1,2025-09-21 20:30:00,293.0
626,Santos,São Paulo,21 de set.,20:30,2.5,2.95,3.05,2025-09-21 20:30:00,268.0
627,Palmeiras,Juventude,sáb.,19:00,1.22,5.8,14.0,2025-10-11 19:00:00,291.0
628,Palmeiras,Bragantino,15 de out.,19:00,1.38,4.6,8.0,2025-10-15 19:00:00,353.0
629,Botafogo,Flamengo,15 de out.,19:30,3.65,3.25,2.1,2025-10-15 19:30:00,317.0
630,Mirassol,Internacional,15 de out.,20:00,2.12,3.3,3.45,2025-10-15 20:00:00,303.0
631,Sport,Ceará,15 de out.,20:00,2.33,3.15,3.2,2025-10-15 20:00:00,314.0
632,Atlético-MG,Cruzeiro,15 de out.,21:30,2.7,3.05,2.7,2025-10-15 21:30:00,335.0
633,Fortaleza,Vasco,15 de out.,21:30,2.28,3.2,3.2,2025-10-15 21:30:00,299.0
634,Santos,Corinthians,15 de out.,21:30,2.2,3.1,3.55,2025-10-15 21:30:00,284.0
635,Grêmio,São Paulo,16 de out.,19:00,2.48,3.15,2.95,2025-10-16 19:00:00,291.0
636,Fluminense,Juventude,16 de out.,21:30,1.45,4.2,7.5,2025-10-16 21:30:00,363.0
637,Vitória,Bahia,16 de out.,21:30,2.95,3.2,2.45,2025-10-16 21:30:00,309.0
638,Corinthians,Atlético-MG,18 de out.,18:30,2.02,3.2,3.85,2025-10-18 18:30:00,331.0
639,Internacional,Sport,18 de out.,18:30,1.54,4.0,6.0,2025-10-18 18:30:00,310.0
640,Cruzeiro,Fortaleza,18 de out.,21:00,1.55,3.9,6.1,2025-10-18 21:00:00,316.0
641,Ceará,Botafogo,19 de out.,16:00,2.85,3.05,2.6,2025-10-19 16:00:00,320.0
642,Flamengo,Palmeiras,19 de out.,16:00,1.87,3.35,4.25,2025-10-19 16:00:00,324.0
643,Mirassol,São Paulo,19 de out.,16:00,2.3,3.25,3.15,2025-10-19 16:00:00,315.0
644,Bahia,Grêmio,19 de out.,20:30,1.85,3.5,4.2,2025-10-19 20:30:00,303.0
645,Juventude,Bragantino,20 de out.,19:00,2.65,3.1,2.75,2025-10-20 19:00:00,324.0
646,Vasco,Fluminense,20 de out.,19:30,2.65,3.25,2.63,2025-10-20 19:30:00,334.0
647,Santos,Vitória,20 de out.,21:30,1.7,3.65,5.0,2025-10-20 21:30:00,318.0
648,Mirassol,Bragantino,qua.,19:00,1.84,3.6,4.2,2025-10-01 19:00:00,382.0
649,Palmeiras,Vasco,qua.,19:00,1.34,4.8,9.5,2025-10-01 19:00:00,455.0
650,Sport,Fluminense,qua.,19:00,3.1,3.05,2.43,2025-10-01 19:00:00,382.0
651,Internacional,Corinthians,qua.,19:30,2.02,3.3,3.8,2025-10-01 19:30:00,376.0
652,Botafogo,Bahia,qua.,21:30,1.82,3.5,4.4,2025-10-01 21:30:00,372.0
653,Santos,Grêmio,qua.,21:30,2.04,3.3,3.7,2025-10-01 21:30:00,373.0
654,Vitória,Ceará,qui.,19:00,2.33,3.1,3.2,2025-10-02 19:00:00,367.0
655,Fortaleza,São Paulo,qui.,19:30,2.7,3.2,2.63,2025-10-02 19:30:00,355.0
656,Flamengo,Cruzeiro,qui.,20:30,1.58,3.85,5.8,2025-10-02 20:30:00,388.0
657,Bragantino,Grêmio,sáb.,18:30,2.23,3.35,3.2,2025-10-04 18:30:00,271.0
658,Fluminense,Atlético-MG,sáb.,18:30,1.81,3.4,4.6,2025-10-04 18:30:00,327.0
659,Internacional,Botafogo,sáb.,18:30,2.55,3.2,2.75,2025-10-04 18:30:00,287.0
660,Corinthians,Mirassol,sáb.,21:00,2.12,3.25,3.5,2025-10-04 21:00:00,263.0
661,São Paulo,Palmeiras,dom.,16:00,3.0,3.1,2.45,2025-10-05 16:00:00,302.0
662,Vasco,Vitória,dom.,16:00,1.78,3.55,4.5,2025-10-05 16:00:00,288.0
663,Bahia,Flamengo,dom.,18:30,4.3,3.45,1.84,2025-10-05 18:30:00,302.0
664,Juventude,Fortaleza,dom.,18:30,2.6,3.2,2.75,2025-10-05 18:30:00,277.0
665,Ceará,Santos,dom.,20:30,2.25,3.1,3.4,2025-10-05 20:30:00,266.0
666,Cruzeiro,Sport,dom.,20:30,1.32,5.1,9.0,2025-10-05 20:30:00,288.0
667,Atlético-MG,Sport,qua.,19:00,1.6,3.65,6.1,2025-10-08 19:00:00,487.0
668,Mirassol,Fluminense,qua.,21:00,2.38,3.1,3.1,2025-10-08 21:00:00,453.0
669,Palmeiras,Juventude,sáb.,19:00,1.22,5.8,14.0,2025-10-11 19:00:00,291.0
670,Palmeiras,Bragantino,15 de out.,19:00,1.38,4.6,8.0,2025-10-15 19:00:00,353.0
671,Botafogo,Flamengo,15 de out.,19:30,3.65,3.25,2.1,2025-10-15 19:30:00,317.0
672,Mirassol,Internacional,15 de out.,20:00,2.12,3.3,3.45,2025-10-15 20:00:00,303.0
673,Sport,Ceará,15 de out.,20:00,2.33,3.15,3.15,2025-10-15 20:00:00,315.0
674,Atlético-MG,Cruzeiro,15 de out.,21:30,2.7,3.05,2.7,2025-10-15 21:30:00,335.0
675,Fortaleza,Vasco,15 de out.,21:30,2.32,3.1,3.2,2025-10-15 21:30:00,298.0
676,Santos,Corinthians,15 de out.,21:30,2.2,3.1,3.55,2025-10-15 21:30:00,284.0
677,Grêmio,São Paulo,16 de out.,19:00,2.48,3.15,2.95,2025-10-16 19:00:00,291.0
678,Fluminense,Juventude,16 de out.,21:30,1.45,4.2,7.5,2025-10-16 21:30:00,363.0
679,Vitória,Bahia,16 de out.,21:30,2.95,3.2,2.45,2025-10-16 21:30:00,309.0
680,Corinthians,Atlético-MG,18 de out.,18:30,2.02,3.2,3.85,2025-10-18 18:30:00,331.0
681,Internacional,Sport,18 de out.,18:30,1.55,4.0,6.0,2025-10-18 18:30:00,312.0
682,Cruzeiro,Fortaleza,18 de out.,21:00,1.55,3.9,6.1,2025-10-18 21:00:00,316.0
683,Ceará,Botafogo,19 de out.,16:00,2.85,3.05,2.6,2025-10-19 16:00:00,320.0
684,Mirassol,São Paulo,19 de out.,16:00,2.3,3.25,3.15,2025-10-19 16:00:00,315.0
685,Flamengo,Palmeiras,19 de out.,18:30,1.87,3.35,4.25,2025-10-19 18:30:00,324.0
686,Bahia,Grêmio,19 de out.,20:30,1.85,3.5,4.2,2025-10-19 20:30:00,303.0
687,Juventude,Bragantino,20 de out.,19:00,2.65,3.1,2.75,2025-10-20 19:00:00,324.0
688,Vasco,Fluminense,20 de out.,19:30,2.45,3.25,2.85,2025-10-20 19:30:00,334.0
689,Santos,Vitória,20 de out.,21:30,1.7,3.65,5.0,2025-10-20 21:30:00,318.0
690,Vitória,Fluminense,sáb.,16:00,2.7,3.0,2.8,2025-09-20 16:00:00,381.0
691,Botafogo,Atlético-MG,sáb.,18:30,1.62,3.55,6.0,2025-09-20 18:30:00,383.0
692,Ceará,Bahia,sáb.,18:30,2.65,3.05,2.75,2025-09-20 18:30:00,314.0
693,Palmeiras,Fortaleza,sáb.,21:00,1.34,4.7,9.5,2025-09-20 21:00:00,339.0
694,Mirassol,Juventude,dom.,16:00,1.5,4.0,6.75,2025-09-21 16:00:00,330.0
695,Flamengo,Vasco,dom.,17:30,1.36,4.7,8.5,2025-09-21 17:30:00,332.0
696,Internacional,Grêmio,dom.,17:30,1.73,3.4,5.1,2025-09-21 17:30:00,276.0
697,Sport,Corinthians,dom.,17:30,2.85,3.05,2.6,2025-09-21 17:30:00,304.0
698,Cruzeiro,Bragantino,dom.,20:30,1.52,4.0,6.4,2025-09-21 20:30:00,371.0
699,Santos,São Paulo,dom.,20:30,2.5,3.0,3.0,2025-09-21 20:30:00,315.0
700,Grêmio,Botafogo,qua.,19:30,3.1,3.3,2.3,2025-09-24 19:30:00,270.0
701,Vasco,Bahia,qua.,19:30,2.45,3.3,2.85,2025-09-24 19:30:00,284.0
702,Fortaleza,Sport,27 de set.,16:00,1.76,3.5,4.75,2025-09-27 16:00:00,259.0
703,Juventude,Internacional,27 de set.,18:30,3.7,3.25,2.06,2025-09-27 18:30:00,257.0
704,Vasco,Cruzeiro,27 de set.,18:30,2.85,3.25,2.48,2025-09-27 18:30:00,282.0
705,Atlético-MG,Mirassol,27 de set.,21:00,1.97,3.45,3.75,2025-09-27 21:00:00,304.0
706,Grêmio,Vitória,28 de set.,11:00,1.68,3.55,5.4,2025-09-28 11:00:00,272.0
707,Bahia,Palmeiras,28 de set.,16:00,2.7,3.2,2.63,2025-09-28 16:00:00,279.0
708,Fluminense,Botafogo,28 de set.,16:00,2.38,3.15,3.1,2025-09-28 16:00:00,300.0
709,Bragantino,Santos,28 de set.,18:30,2.04,3.4,3.6,2025-09-28 18:30:00,288.0
710,Corinthians,Flamengo,28 de set.,20:30,3.95,3.4,1.95,2025-09-28 20:30:00,277.0
711,São Paulo,Ceará,29 de set.,20:00,1.58,3.75,6.1,2025-09-29 20:00:00,299.0
712,Bragantino,Corinthians,qua.,19:00,2.33,3.2,3.05,2025-11-05 19:00:00,331.0
713,Sport,Juventude,qua.,19:00,1.73,3.65,4.7,2025-11-05 19:00:00,335.0
714,Vitória,Internacional,qua.,19:00,2.5,3.25,2.8,2025-11-05 19:00:00,315.0
715,Botafogo,Vasco,qua.,19:30,1.87,3.6,3.95,2025-11-05 19:30:00,332.0
716,Atlético-MG,Bahia,qua.,20:00,2.16,3.3,3.4,2025-11-05 20:00:00,351.0
717,Grêmio,Cruzeiro,qua.,20:00,3.1,3.25,2.3,2025-11-05 20:00:00,311.0
718,São Paulo,Flamengo,qua.,21:30,4.0,3.3,1.96,2025-11-05 21:30:00,290.0
719,Fluminense,Mirassol,qui.,19:30,1.85,3.35,4.4,2025-11-06 19:30:00,348.0
720,Ceará,Fortaleza,qui.,20:00,2.28,3.2,3.25,2025-11-06 20:00:00,303.0
721,Palmeiras,Santos,qui.,21:30,1.4,4.5,8.0,2025-11-06 21:30:00,344.0
722,Ceará,Juventude,sáb.,16:00,1.57,3.9,5.75,2025-08-30 16:00:00,
723,Botafogo,Bragantino,sáb.,18:30,1.49,4.1,6.5,2025-08-30 18:30:00,
724,Cruzeiro,São Paulo,sáb.,21:00,1.8,3.55,4.4,2025-08-30 21:00:00,
725,Flamengo,Grêmio,dom.,16:00,1.26,5.6,10.5,2025-08-31 16:00:00,
726,Santos,Fluminense,dom.,16:00,2.33,3.3,3.05,2025-08-31 16:00:00,
727,Corinthians,Palmeiras,dom.,18:30,2.95,3.2,2.43,2025-08-31 18:30:00,
728,Mirassol,Bahia,dom.,18:30,2.33,3.4,2.95,2025-08-31 18:30:00,
729,Vitória,Atlético-MG,dom.,18:30,2.75,3.1,2.63,2025-08-31 18:30:00,
730,Internacional,Fortaleza,dom.,20:30,1.6,3.95,5.4,2025-08-31 20:30:00,
731,Sport,Vasco,dom.,20:30,2.4,3.25,2.95,2025-08-31 20:30:00,
732,Palmeiras,Juventude,sáb.,19:00,1.19,6.25,15.0,2025-10-11 19:00:00,404.0
733,Palmeiras,Santos,qua.,19:00,1.38,4.4,8.0,2025-10-15 19:00:00,99.0
734,Botafogo,Flamengo,qua.,19:30,4.1,3.3,1.91,2025-10-15 19:30:00,316.0
735,Mirassol,Internacional,qua.,20:00,2.14,3.35,3.35,2025-10-15 20:00:00,300.0
736,Sport,Ceará,qua.,20:00,2.33,3.15,3.15,2025-10-15 20:00:00,306.0
737,Atlético-MG,Cruzeiro,qua.,21:30,2.75,3.0,2.7,2025-10-15 21:30:00,327.0
738,Fortaleza,Vasco,qua.,21:30,2.28,3.2,3.2,2025-10-15 21:30:00,299.0
739,Santos,Corinthians,qua.,21:30,2.2,3.1,3.55,2025-10-15 21:30:00,284.0
740,Grêmio,São Paulo,qui.,19:00,2.7,3.2,2.7,2025-10-16 19:00:00,291.0
741,Fluminense,Juventude,qui.,21:30,1.41,4.3,8.0,2025-10-16 21:30:00,360.0
742,Vitória,Bahia,qui.,21:30,2.95,3.2,2.45,2025-10-16 21:30:00,309.0
743,Corinthians,Atlético-MG,18 de out.,18:30,2.02,3.2,3.85,2025-10-18 18:30:00,331.0
744,Internacional,Sport,18 de out.,18:30,1.54,4.0,6.0,2025-10-18 18:30:00,310.0
745,Cruzeiro,Fortaleza,18 de out.,21:00,1.55,3.95,6.0,2025-10-18 21:00:00,310.0
746,Ceará,Botafogo,19 de out.,16:00,2.7,3.05,2.75,2025-10-19 16:00:00,319.0
747,Flamengo,Palmeiras,19 de out.,16:00,1.89,3.4,4.2,2025-10-19 16:00:00,328.0
748,Mirassol,São Paulo,19 de out.,16:00,2.6,3.15,2.8,2025-10-19 16:00:00,316.0
749,Bahia,Grêmio,19 de out.,20:30,1.85,3.5,4.2,2025-10-19 20:30:00,303.0
750,Juventude,Santos,20 de out.,19:00,2.63,3.1,2.8,2025-10-20 19:00:00,320.0
751,Vasco,Fluminense,20 de out.,19:30,2.75,3.25,2.55,2025-10-20 19:30:00,334.0
752,Santos,Vitória,20 de out.,21:30,1.7,3.65,5.0,2025-10-20 21:30:00,318.0
753,São Paulo,Palmeiras,dom.,16:00,3.35,3.05,2.28,2025-10-05 16:00:00,435.0
754,Vasco,Vitória,dom.,16:00,1.72,3.7,4.8,2025-10-05 16:00:00,434.0
755,Bahia,Flamengo,dom.,18:30,5.5,3.75,1.63,2025-10-05 18:30:00,426.0
756,Juventude,Fortaleza,dom.,18:30,2.45,3.15,2.95,2025-10-05 18:30:00,403.0
757,Ceará,Santos,dom.,20:30,2.4,3.0,3.2,2025-10-05 20:30:00,394.0
758,Cruzeiro,Sport,dom.,20:30,1.38,4.6,8.0,2025-10-05 20:30:00,393.0
759,Atlético-MG,Sport,qua.,19:00,1.63,3.6,5.75,2025-10-08 19:00:00,351.0
760,Mirassol,Fluminense,qua.,21:00,2.23,3.2,3.25,2025-10-08 21:00:00,323.0
761,Palmeiras,Juventude,11 de out.,19:00,1.16,7.0,17.0,2025-10-11 19:00:00,348.0
762,Palmeiras,Bragantino,15 de out.,19:00,1.41,4.5,7.5,2025-10-15 19:00:00,354.0
763,Botafogo,Flamengo,15 de out.,19:30,3.6,3.3,2.08,2025-10-15 19:30:00,326.0
764,Mirassol,Internacional,15 de out.,20:00,2.12,3.3,3.45,2025-10-15 20:00:00,303.0
765,Sport,Ceará,15 de out.,20:00,2.3,3.15,3.25,2025-10-15 20:00:00,321.0
766,Atlético-MG,Cruzeiro,15 de out.,21:30,2.75,3.05,2.7,2025-10-15 21:30:00,337.0
767,Fortaleza,Vasco,15 de out.,21:30,2.3,3.15,3.2,2025-10-15 21:30:00,308.0
768,Santos,Corinthians,15 de out.,21:30,2.18,3.1,3.5,2025-10-15 21:30:00,298.0
769,Grêmio,São Paulo,16 de out.,19:00,2.35,3.2,3.05,2025-10-16 19:00:00,295.0
770,Fluminense,Juventude,16 de out.,21:30,1.45,4.2,7.5,2025-10-16 21:30:00,358.0
771,Vitória,Bahia,16 de out.,21:30,2.9,3.15,2.48,2025-10-16 21:30:00,336.0
772,Vitória,Fluminense,sáb.,16:00,2.75,3.0,2.7,2025-09-20 16:00:00,381.0
773,Botafogo,Atlético-MG,sáb.,18:30,1.61,3.55,6.1,2025-09-20 18:30:00,401.0
774,Ceará,Bahia,sáb.,18:30,2.75,3.1,2.65,2025-09-20 18:30:00,314.0
775,Palmeiras,Fortaleza,sáb.,21:00,1.36,4.5,9.0,2025-09-20 21:00:00,277.0
776,Mirassol,Juventude,dom.,16:00,1.58,3.75,6.0,2025-09-21 16:00:00,272.0
777,Flamengo,Vasco,dom.,17:30,1.36,4.7,8.5,2025-09-21 17:30:00,273.0
778,Internacional,Grêmio,dom.,17:30,1.73,3.4,5.1,2025-09-21 17:30:00,235.0
779,Sport,Corinthians,dom.,17:30,2.85,2.95,2.7,2025-09-21 17:30:00,239.0
780,Cruzeiro,Bragantino,dom.,20:30,1.52,4.0,6.4,2025-09-21 20:30:00,301.0
781,Santos,São Paulo,dom.,20:30,2.5,3.0,3.0,2025-09-21 20:30:00,272.0
782,Grêmio,Botafogo,24 de set.,19:30,3.1,3.25,2.32,2025-09-24 19:30:00,281.0
783,Vasco,Bahia,24 de set.,19:30,2.45,3.3,2.85,2025-09-24 19:30:00,284.0
784,Fortaleza,Sport,27 de set.,16:00,1.76,3.5,4.75,2025-09-27 16:00:00,259.0
785,Juventude,Internacional,27 de set.,18:30,3.7,3.25,2.06,2025-09-27 18:30:00,257.0
786,Vasco,Cruzeiro,27 de set.,18:30,2.85,3.25,2.48,2025-09-27 18:30:00,282.0
787,Atlético-MG,Mirassol,27 de set.,21:00,1.97,3.45,3.75,2025-09-27 21:00:00,304.0
788,Grêmio,Vitória,28 de set.,11:00,1.68,3.55,5.4,2025-09-28 11:00:00,272.0
789,Bahia,Palmeiras,28 de set.,16:00,2.7,3.2,2.63,2025-09-28 16:00:00,279.0
790,Fluminense,Botafogo,28 de set.,16:00,2.38,3.15,3.05,2025-09-28 16:00:00,309.0
791,Bragantino,Santos,28 de set.,18:30,2.04,3.4,3.6,2025-09-28 18:30:00,288.0
792,Corinthians,Flamengo,28 de set.,20:30,3.95,3.4,1.95,2025-09-28 20:30:00,277.0
793,São Paulo,Ceará,29 de set.,20:00,1.58,3.75,6.1,2025-09-29 20:00:00,299.0
794,Fortaleza,Vitória,13 de set.,16:00,1.9,3.35,4.2,2025-09-13 16:00:00,315.0
795,Grêmio,Mirassol,13 de set.,16:00,2.25,3.2,3.25,2025-09-13 16:00:00,272.0
796,Palmeiras,Internacional,13 de set.,18:30,1.62,3.7,5.75,2025-09-13 18:30:00,291.0
797,Fluminense,Corinthians,13 de set.,21:00,1.98,3.2,4.1,2025-09-13 21:00:00,315.0
798,Bragantino,Sport,14 de set.,11:00,1.88,3.4,4.2,2025-09-14 11:00:00,283.0
799,Atlético-MG,Santos,14 de set.,16:00,1.86,3.45,4.25,2025-09-14 16:00:00,345.0
800,Juventude,Flamengo,14 de set.,16:00,8.0,4.3,1.42,2025-09-14 16:00:00,280.0
801,São Paulo,Botafogo,14 de set.,17:30,2.18,3.0,3.65,2025-09-14 17:30:00,279.0
802,Vasco,Ceará,14 de set.,20:30,1.84,3.35,4.5,2025-09-14 20:30:00,290.0
803,Bahia,Cruzeiro,15 de set.,20:00,2.3,3.1,3.3,2025-09-15 20:00:00,318.0
804,Vitória,Fluminense,20 de set.,16:00,2.55,3.0,2.9,2025-09-20 16:00:00,40.0
805,Botafogo,Atlético-MG,20 de set.,18:30,1.6,3.6,6.0,2025-09-20 18:30:00,40.0
806,Ceará,Bahia,20 de set.,18:30,2.75,3.0,2.7,2025-09-20 18:30:00,40.0
807,Palmeiras,Fortaleza,20 de set.,21:00,1.33,4.5,10.0,2025-09-20 21:00:00,39.0
808,Mirassol,Juventude,21 de set.,16:00,1.58,3.7,5.75,2025-09-21 16:00:00,40.0
809,Flamengo,Vasco,21 de set.,17:30,1.53,4.0,6.0,2025-09-21 17:30:00,40.0
