id_odd,time_casa,time_fora,dia_jogo,hora_jogo,mult_vitoria_time_1,mult_vitoria_time_2,num_apostas,data_jogo,data_extracao
259,Cruzeiro,Fortaleza,sáb.,21:00,1.2,4.1,310,2025-10-18 21:00:00,2025-10-14
260,Ceará,Botafogo,dom.,16:00,1.84,1.88,319,2025-10-19 16:00:00,2025-10-14
261,Flamengo,Palmeiras,dom.,16:00,1.37,2.88,328,2025-10-19 16:00:00,2025-10-14
262,Mirassol,São Paulo,dom.,16:00,1.7,2.05,316,2025-10-19 16:00:00,2025-10-14
263,Bahia,Grêmio,dom.,20:30,1.36,2.9,303,2025-10-19 20:30:00,2025-10-14
264,Juventude,Bragantino,20 de out.,19:00,1.83,1.9,325,2025-10-20 19:00:00,2025-10-14
265,Vasco,Fluminense,20 de out.,19:30,1.93,1.81,334,2025-10-20 19:30:00,2025-10-14
266,Santos,Vitória,20 de out.,21:30,1.27,3.45,318,2025-10-20 21:30:00,2025-10-14
267,Fortaleza,Sport,sáb.,16:00,1.29,3.35,263,2025-09-27 16:00:00,2025-09-25
268,Juventude,Internacional,sáb.,18:30,2.55,1.46,244,2025-09-27 18:30:00,2025-09-25
269,Vasco,Cruzeiro,sáb.,18:30,1.98,1.75,277,2025-09-27 18:30:00,2025-09-25
270,Atlético-MG,Mirassol,sáb.,21:00,1.6,2.23,317,2025-09-27 21:00:00,2025-09-25
271,Grêmio,Vitória,dom.,11:00,1.25,3.6,274,2025-09-28 11:00:00,2025-09-25
272,Bahia,Palmeiras,dom.,16:00,2.0,1.74,274,2025-09-28 16:00:00,2025-09-25
273,Fluminense,Botafogo,dom.,16:00,1.67,2.1,298,2025-09-28 16:00:00,2025-09-25
274,Bragantino,Santos,dom.,18:30,1.54,2.33,293,2025-09-28 18:30:00,2025-09-25
275,Corinthians,Flamengo,dom.,20:30,2.95,1.36,276,2025-09-28 20:30:00,2025-09-25
276,São Paulo,Ceará,seg.,20:00,1.19,4.2,294,2025-09-29 20:00:00,2025-09-25
277,Atlético-MG,Juventude,ter.,21:30,1.13,5.1,325,2025-09-30 21:30:00,2025-09-25
278,Mirassol,Bragantino,1 de out.,19:00,1.49,2.48,284,2025-10-01 19:00:00,2025-09-25
279,Palmeiras,Vasco,1 de out.,19:00,1.09,6.1,317,2025-10-01 19:00:00,2025-09-25
280,Sport,Fluminense,1 de out.,19:00,1.98,1.75,283,2025-10-01 19:00:00,2025-09-25
281,Internacional,Corinthians,1 de out.,19:30,1.5,2.43,266,2025-10-01 19:30:00,2025-09-25
282,Botafogo,Bahia,1 de out.,21:30,1.41,2.75,279,2025-10-01 21:30:00,2025-09-25
283,Santos,Grêmio,1 de out.,21:30,1.46,2.55,277,2025-10-01 21:30:00,2025-09-25
284,Vitória,Ceará,2 de out.,19:00,1.62,2.18,284,2025-10-02 19:00:00,2025-09-25
285,Fortaleza,São Paulo,2 de out.,19:30,1.88,1.85,291,2025-10-02 19:30:00,2025-09-25
286,Flamengo,Cruzeiro,2 de out.,20:30,1.26,3.55,303,2025-10-02 20:30:00,2025-09-25
287,Cruzeiro,Vitória,sáb.,16:00,1.13,5.2,305,2025-11-01 16:00:00,2025-10-30
288,Santos,Fortaleza,sáb.,16:00,1.3,3.25,304,2025-11-01 16:00:00,2025-10-30
289,Mirassol,Botafogo,sáb.,18:00,1.52,2.4,294,2025-11-01 18:00:00,2025-10-30
290,Flamengo,Sport,sáb.,21:00,1.04,10.0,299,2025-11-01 21:00:00,2025-10-30
291,Bahia,Bragantino,dom.,16:00,1.29,3.35,314,2025-11-02 16:00:00,2025-10-30
292,Ceará,Fluminense,dom.,16:00,1.82,1.9,347,2025-11-02 16:00:00,2025-10-30
293,Corinthians,Grêmio,dom.,16:00,1.29,3.3,317,2025-11-02 16:00:00,2025-10-30
294,Internacional,Atlético-MG,dom.,18:30,1.41,2.7,308,2025-11-02 18:30:00,2025-10-30
295,Juventude,Palmeiras,dom.,18:30,4.7,1.16,346,2025-11-02 18:30:00,2025-10-30
296,Vasco,São Paulo,dom.,20:30,1.54,2.33,305,2025-11-02 20:30:00,2025-10-30
297,Bragantino,Corinthians,5 de nov.,19:00,1.58,2.25,335,2025-11-05 19:00:00,2025-10-30
298,Sport,Juventude,5 de nov.,19:00,1.34,3.05,336,2025-11-05 19:00:00,2025-10-30
299,Vitória,Internacional,5 de nov.,19:00,1.75,1.98,319,2025-11-05 19:00:00,2025-10-30
300,Botafogo,Vasco,5 de nov.,19:30,1.4,2.75,344,2025-11-05 19:30:00,2025-10-30
301,Atlético-MG,Bahia,5 de nov.,20:00,1.55,2.33,349,2025-11-05 20:00:00,2025-10-30
302,Grêmio,Cruzeiro,5 de nov.,20:00,2.18,1.62,321,2025-11-05 20:00:00,2025-10-30
303,São Paulo,Flamengo,5 de nov.,21:30,2.75,1.4,301,2025-11-05 21:30:00,2025-10-30
304,Fluminense,Mirassol,6 de nov.,19:30,1.38,2.85,351,2025-11-06 19:30:00,2025-10-30
305,Ceará,Fortaleza,6 de nov.,20:00,1.6,2.23,316,2025-11-06 20:00:00,2025-10-30
306,Palmeiras,Santos,6 de nov.,21:30,1.12,5.4,348,2025-11-06 21:30:00,2025-10-30
307,Fortaleza,Vitória,sáb.,16:00,1.34,3.05,409,2025-09-13 16:00:00,2025-09-13
308,Grêmio,Mirassol,sáb.,16:00,1.58,2.23,372,2025-09-13 16:00:00,2025-09-13
309,Palmeiras,Internacional,sáb.,18:30,1.2,4.1,367,2025-09-13 18:30:00,2025-09-13
310,Fluminense,Corinthians,sáb.,21:00,1.43,2.65,428,2025-09-13 21:00:00,2025-09-13
311,Bragantino,Sport,dom.,11:00,1.35,3.0,372,2025-09-14 11:00:00,2025-09-13
312,Atlético-MG,Santos,dom.,16:00,1.36,2.9,442,2025-09-14 16:00:00,2025-09-13
313,Juventude,Flamengo,dom.,16:00,5.4,1.12,382,2025-09-14 16:00:00,2025-09-13
314,São Paulo,Botafogo,dom.,17:30,1.5,2.43,352,2025-09-14 17:30:00,2025-09-13
315,Vasco,Ceará,dom.,20:30,1.33,3.05,378,2025-09-14 20:30:00,2025-09-13
316,Bahia,Cruzeiro,seg.,20:00,1.58,2.23,282,2025-09-15 20:00:00,2025-09-13
317,Botafogo,Mirassol,qua.,19:30,1.23,3.8,287,2025-09-17 19:30:00,2025-09-13
318,Vitória,Fluminense,20 de set.,16:00,1.74,2.0,298,2025-09-20 16:00:00,2025-09-13
319,Botafogo,Atlético-MG,20 de set.,18:30,1.2,4.1,315,2025-09-20 18:30:00,2025-09-13
320,Ceará,Bahia,20 de set.,18:30,1.89,1.83,261,2025-09-20 18:30:00,2025-09-13
321,Palmeiras,Fortaleza,20 de set.,21:00,1.1,5.8,276,2025-09-20 21:00:00,2025-09-13
322,Mirassol,Juventude,21 de set.,16:00,1.21,4.0,269,2025-09-21 16:00:00,2025-09-13
323,Flamengo,Vasco,21 de set.,17:30,1.18,4.4,277,2025-09-21 17:30:00,2025-09-13
324,Internacional,Grêmio,21 de set.,17:30,1.33,3.1,262,2025-09-21 17:30:00,2025-09-13
325,Sport,Corinthians,21 de set.,17:30,1.94,1.79,261,2025-09-21 17:30:00,2025-09-13
326,Cruzeiro,Bragantino,21 de set.,20:30,1.2,4.1,298,2025-09-21 20:30:00,2025-09-13
327,Santos,São Paulo,21 de set.,20:30,1.7,2.05,274,2025-09-21 20:30:00,2025-09-13
328,Fortaleza,Vitória,13 de set.,16:00,1.37,2.88,315,2025-09-13 16:00:00,2025-09-02
329,Grêmio,Mirassol,13 de set.,16:00,1.58,2.23,272,2025-09-13 16:00:00,2025-09-02
330,Palmeiras,Internacional,13 de set.,18:30,1.22,3.9,291,2025-09-13 18:30:00,2025-09-02
331,Fluminense,Corinthians,13 de set.,21:00,1.4,2.75,315,2025-09-13 21:00:00,2025-09-02
332,Bragantino,Sport,14 de set.,11:00,1.37,2.88,283,2025-09-14 11:00:00,2025-09-02
333,Atlético-MG,Santos,14 de set.,16:00,1.36,2.9,345,2025-09-14 16:00:00,2025-09-02
334,Juventude,Flamengo,14 de set.,16:00,5.3,1.13,280,2025-09-14 16:00:00,2025-09-02
335,São Paulo,Botafogo,14 de set.,17:30,1.5,2.43,279,2025-09-14 17:30:00,2025-09-02
336,Vasco,Ceará,14 de set.,20:30,1.34,3.0,290,2025-09-14 20:30:00,2025-09-02
337,Bahia,Cruzeiro,15 de set.,20:00,1.58,2.25,316,2025-09-15 20:00:00,2025-09-02
338,Vitória,Fluminense,20 de set.,16:00,1.74,1.98,40,2025-09-20 16:00:00,2025-09-02
339,Botafogo,Atlético-MG,20 de set.,18:30,1.17,4.4,40,2025-09-20 18:30:00,2025-09-02
340,Ceará,Bahia,20 de set.,18:30,1.86,1.84,40,2025-09-20 18:30:00,2025-09-02
341,Palmeiras,Fortaleza,20 de set.,21:00,1.05,8.0,39,2025-09-20 21:00:00,2025-09-02
342,Mirassol,Juventude,21 de set.,16:00,1.18,4.3,40,2025-09-21 16:00:00,2025-09-02
343,Flamengo,Vasco,21 de set.,17:30,1.16,4.6,40,2025-09-21 17:30:00,2025-09-02
344,Internacional,Grêmio,21 de set.,17:30,1.35,2.95,40,2025-09-21 17:30:00,2025-09-02
345,Sport,Corinthians,21 de set.,17:30,1.9,1.8,40,2025-09-21 17:30:00,2025-09-02
346,Cruzeiro,Bragantino,21 de set.,20:30,1.15,4.7,40,2025-09-21 20:30:00,2025-09-02
347,Santos,São Paulo,21 de set.,20:30,1.7,2.04,40,2025-09-21 20:30:00,2025-09-02
348,Botafogo,Santos,dom.,16:00,3.35,3.45,440,2025-10-26 16:00:00,2025-10-26
349,Grêmio,Juventude,dom.,16:00,14.0,9.0,466,2025-10-26 16:00:00,2025-10-26
350,Bragantino,Vasco,dom.,18:30,1.3,4.9,459,2025-10-26 18:30:00,2025-10-26
351,Palmeiras,Cruzeiro,dom.,20:30,3.15,3.55,481,2025-10-26 20:30:00,2025-10-26
352,Fluminense,Ceará,qua.,19:00,2.9,3.4,342,2025-10-29 19:00:00,2025-10-26
353,Cruzeiro,Vitória,1 de nov.,16:00,2.23,3.5,319,2025-11-01 16:00:00,2025-10-26
354,Santos,Fortaleza,1 de nov.,16:00,14.0,9.0,303,2025-11-01 16:00:00,2025-10-26
355,Mirassol,Botafogo,1 de nov.,18:00,1.06,10.0,306,2025-11-01 18:00:00,2025-10-26
356,Flamengo,Sport,1 de nov.,21:00,4.2,4.7,324,2025-11-01 21:00:00,2025-10-26
357,Bahia,Bragantino,2 de nov.,16:00,5.8,4.8,326,2025-11-02 16:00:00,2025-10-26
358,Ceará,Fluminense,2 de nov.,16:00,1.42,4.2,347,2025-11-02 16:00:00,2025-10-26
359,Corinthians,Grêmio,2 de nov.,16:00,3.35,3.45,328,2025-11-02 16:00:00,2025-10-26
360,Internacional,Atlético-MG,2 de nov.,18:30,1.22,5.6,321,2025-11-02 18:30:00,2025-10-26
361,Juventude,Palmeiras,2 de nov.,18:30,16.0,9.0,360,2025-11-02 18:30:00,2025-10-26
362,Vasco,São Paulo,2 de nov.,20:30,4.2,3.65,322,2025-11-02 20:30:00,2025-10-26
363,Fortaleza,Vitória,sáb.,16:00,1.37,2.88,282,2025-09-13 16:00:00,2025-09-08
364,Grêmio,Mirassol,sáb.,16:00,1.58,2.23,272,2025-09-13 16:00:00,2025-09-08
365,Palmeiras,Internacional,sáb.,18:30,1.22,3.9,257,2025-09-13 18:30:00,2025-09-08
366,Fluminense,Corinthians,sáb.,21:00,1.4,2.75,315,2025-09-13 21:00:00,2025-09-08
367,Bragantino,Sport,14 de set.,11:00,1.38,2.85,253,2025-09-14 11:00:00,2025-09-08
368,Atlético-MG,Santos,14 de set.,16:00,1.37,2.9,305,2025-09-14 16:00:00,2025-09-08
369,Juventude,Flamengo,14 de set.,16:00,5.2,1.13,280,2025-09-14 16:00:00,2025-09-08
370,São Paulo,Botafogo,14 de set.,17:30,1.5,2.43,245,2025-09-14 17:30:00,2025-09-08
371,Vasco,Ceará,14 de set.,20:30,1.33,3.05,290,2025-09-14 20:30:00,2025-09-08
372,Bahia,Cruzeiro,15 de set.,20:00,1.6,2.23,314,2025-09-15 20:00:00,2025-09-08
373,Botafogo,Mirassol,17 de set.,19:30,1.23,3.75,283,2025-09-17 19:30:00,2025-09-08
374,Vitória,Fluminense,20 de set.,16:00,1.74,1.98,40,2025-09-20 16:00:00,2025-09-08
375,Botafogo,Atlético-MG,20 de set.,18:30,1.17,4.4,40,2025-09-20 18:30:00,2025-09-08
376,Ceará,Bahia,20 de set.,18:30,1.86,1.84,40,2025-09-20 18:30:00,2025-09-08
377,Palmeiras,Fortaleza,20 de set.,21:00,1.05,8.0,39,2025-09-20 21:00:00,2025-09-08
378,Mirassol,Juventude,21 de set.,16:00,1.18,4.3,40,2025-09-21 16:00:00,2025-09-08
379,Flamengo,Vasco,21 de set.,17:30,1.16,4.6,40,2025-09-21 17:30:00,2025-09-08
380,Internacional,Grêmio,21 de set.,17:30,1.35,2.95,40,2025-09-21 17:30:00,2025-09-08
381,Sport,Corinthians,21 de set.,17:30,1.9,1.8,40,2025-09-21 17:30:00,2025-09-08
382,Cruzeiro,Bragantino,21 de set.,20:30,1.15,4.7,40,2025-09-21 20:30:00,2025-09-08
383,Santos,São Paulo,21 de set.,20:30,1.7,2.04,40,2025-09-21 20:30:00,2025-09-08
384,Corinthians,Atlético-MG,sáb.,18:30,1.42,2.7,447,2025-10-18 18:30:00,2025-10-18
385,Cruzeiro,Fortaleza,sáb.,21:00,1.11,5.75,387,2025-10-18 21:00:00,2025-10-18
386,Ceará,Botafogo,dom.,16:00,1.86,1.86,442,2025-10-19 16:00:00,2025-10-18
387,Flamengo,Palmeiras,dom.,16:00,1.4,2.8,450,2025-10-19 16:00:00,2025-10-18
388,Mirassol,São Paulo,dom.,16:00,1.62,2.15,435,2025-10-19 16:00:00,2025-10-18
389,Internacional,Sport,dom.,18:30,1.22,3.9,411,2025-10-19 18:30:00,2025-10-18
390,Bahia,Grêmio,dom.,20:30,1.28,3.35,415,2025-10-19 20:30:00,2025-10-18
391,Juventude,Bragantino,seg.,19:00,1.83,1.89,433,2025-10-20 19:00:00,2025-10-18
392,Vasco,Fluminense,seg.,19:30,2.02,1.72,472,2025-10-20 19:30:00,2025-10-18
393,Santos,Vitória,seg.,21:30,1.23,3.8,426,2025-10-20 21:30:00,2025-10-18
394,Bahia,Internacional,qua.,19:00,1.38,2.85,333,2025-10-22 19:00:00,2025-10-18
395,Atlético-MG,Ceará,25 de out.,16:00,1.34,3.05,354,2025-10-25 16:00:00,2025-10-18
396,Vitória,Corinthians,25 de out.,16:00,2.04,1.71,335,2025-10-25 16:00:00,2025-10-18
397,Sport,Mirassol,25 de out.,18:30,2.12,1.66,325,2025-10-25 18:30:00,2025-10-18
398,Fortaleza,Flamengo,25 de out.,19:30,3.05,1.34,325,2025-10-25 19:30:00,2025-10-18
399,Fluminense,Internacional,25 de out.,21:30,1.45,2.6,346,2025-10-25 21:30:00,2025-10-18
400,São Paulo,Bahia,25 de out.,21:30,1.44,2.63,340,2025-10-25 21:30:00,2025-10-18
401,Botafogo,Santos,26 de out.,16:00,1.3,3.15,328,2025-10-26 16:00:00,2025-10-18
402,Bragantino,Vasco,26 de out.,18:30,1.85,1.87,334,2025-10-26 18:30:00,2025-10-18
403,Palmeiras,Cruzeiro,26 de out.,20:30,1.27,3.45,348,2025-10-26 20:30:00,2025-10-18
404,Grêmio,Juventude,27 de out.,20:00,1.23,3.8,355,2025-10-27 20:00:00,2025-10-18
405,Bahia,Internacional,qua.,19:00,1.43,2.65,403,2025-10-22 19:00:00,2025-10-21
406,Atlético-MG,Ceará,sáb.,16:00,1.35,3.0,342,2025-10-25 16:00:00,2025-10-21
407,Vitória,Corinthians,sáb.,16:00,2.05,1.7,336,2025-10-25 16:00:00,2025-10-21
408,Fluminense,Internacional,sáb.,17:30,1.44,2.63,346,2025-10-25 17:30:00,2025-10-21
409,Sport,Mirassol,sáb.,18:30,1.88,1.84,311,2025-10-25 18:30:00,2025-10-21
410,Fortaleza,Flamengo,sáb.,19:30,3.9,1.22,297,2025-10-25 19:30:00,2025-10-21
411,São Paulo,Bahia,sáb.,21:30,1.43,2.65,329,2025-10-25 21:30:00,2025-10-21
412,Botafogo,Santos,dom.,16:00,1.3,3.2,327,2025-10-26 16:00:00,2025-10-21
413,Grêmio,Juventude,dom.,16:00,1.21,4.0,353,2025-10-26 16:00:00,2025-10-21
414,Bragantino,Vasco,dom.,18:30,1.65,2.1,338,2025-10-26 18:30:00,2025-10-21
415,Palmeiras,Cruzeiro,dom.,20:30,1.23,3.8,342,2025-10-26 20:30:00,2025-10-21
416,Fluminense,Ceará,29 de out.,19:00,1.22,3.85,343,2025-10-29 19:00:00,2025-10-21
417,Cruzeiro,Vitória,1 de nov.,16:00,1.13,5.2,324,2025-11-01 16:00:00,2025-10-21
418,Santos,Fortaleza,1 de nov.,16:00,1.33,3.1,308,2025-11-01 16:00:00,2025-10-21
419,Mirassol,Botafogo,1 de nov.,18:00,1.58,2.25,311,2025-11-01 18:00:00,2025-10-21
420,Flamengo,Sport,1 de nov.,21:00,1.04,10.0,336,2025-11-01 21:00:00,2025-10-21
421,Bahia,Bragantino,2 de nov.,16:00,1.29,3.3,337,2025-11-02 16:00:00,2025-10-21
422,Ceará,Fluminense,2 de nov.,16:00,1.83,1.89,346,2025-11-02 16:00:00,2025-10-21
423,Corinthians,Grêmio,2 de nov.,16:00,1.32,3.1,340,2025-11-02 16:00:00,2025-10-21
424,Internacional,Atlético-MG,2 de nov.,18:30,1.37,2.9,332,2025-11-02 18:30:00,2025-10-21
425,Juventude,Palmeiras,2 de nov.,18:30,5.3,1.12,361,2025-11-02 18:30:00,2025-10-21
426,Vasco,São Paulo,2 de nov.,20:30,1.53,2.38,323,2025-11-02 20:30:00,2025-10-21
427,Juventude,Bragantino,seg.,19:00,14.0,8.0,429,2025-10-20 19:00:00,2025-10-20
428,Vasco,Fluminense,seg.,19:30,15.0,8.5,468,2025-10-20 19:30:00,2025-10-20
429,Santos,Vitória,seg.,21:30,5.0,4.35,442,2025-10-20 21:30:00,2025-10-20
430,Bahia,Internacional,qua.,19:00,7.5,5.2,333,2025-10-22 19:00:00,2025-10-20
431,Atlético-MG,Ceará,sáb.,16:00,3.6,3.35,348,2025-10-25 16:00:00,2025-10-20
432,Vitória,Corinthians,sáb.,16:00,1.55,3.85,334,2025-10-25 16:00:00,2025-10-20
433,Fluminense,Internacional,sáb.,17:30,19.0,11.0,346,2025-10-25 17:30:00,2025-10-20
434,Sport,Mirassol,sáb.,18:30,13.0,7.5,314,2025-10-25 18:30:00,2025-10-20
435,Fortaleza,Flamengo,sáb.,19:30,1.45,4.4,305,2025-10-25 19:30:00,2025-10-20
436,São Paulo,Bahia,sáb.,21:30,1.26,5.1,332,2025-10-25 21:30:00,2025-10-20
437,Botafogo,Santos,26 de out.,16:00,3.1,3.4,328,2025-10-26 16:00:00,2025-10-20
438,Grêmio,Juventude,26 de out.,16:00,12.5,8.5,354,2025-10-26 16:00:00,2025-10-20
439,Bragantino,Vasco,26 de out.,18:30,1.43,4.35,338,2025-10-26 18:30:00,2025-10-20
440,Palmeiras,Cruzeiro,26 de out.,20:30,2.7,3.5,347,2025-10-26 20:30:00,2025-10-20
441,Atlético-MG,Sport,qua.,19:00,1.22,3.9,352,2025-10-08 19:00:00,2025-10-07
442,Mirassol,Fluminense,qua.,21:00,1.6,2.23,320,2025-10-08 21:00:00,2025-10-07
443,Palmeiras,Juventude,sáb.,19:00,1.06,8.0,326,2025-10-11 19:00:00,2025-10-07
444,Palmeiras,Bragantino,15 de out.,19:00,1.14,5.0,353,2025-10-15 19:00:00,2025-10-07
445,Botafogo,Flamengo,15 de out.,19:30,2.48,1.48,317,2025-10-15 19:30:00,2025-10-07
446,Mirassol,Internacional,15 de out.,20:00,1.52,2.38,303,2025-10-15 20:00:00,2025-10-07
447,Sport,Ceará,15 de out.,20:00,1.63,2.17,324,2025-10-15 20:00:00,2025-10-07
448,Atlético-MG,Cruzeiro,15 de out.,21:30,1.87,1.85,335,2025-10-15 21:30:00,2025-10-07
449,Fortaleza,Vasco,15 de out.,21:30,1.62,2.2,297,2025-10-15 21:30:00,2025-10-07
450,Santos,Corinthians,15 de out.,21:30,1.53,2.38,284,2025-10-15 21:30:00,2025-10-07
451,Grêmio,São Paulo,16 de out.,19:00,1.73,2.02,291,2025-10-16 19:00:00,2025-10-07
452,Fluminense,Juventude,16 de out.,21:30,1.14,5.0,363,2025-10-16 21:30:00,2025-10-07
453,Vitória,Bahia,16 de out.,21:30,2.02,1.72,309,2025-10-16 21:30:00,2025-10-07
454,Corinthians,Atlético-MG,18 de out.,18:30,1.44,2.63,331,2025-10-18 18:30:00,2025-10-07
455,Internacional,Sport,18 de out.,18:30,1.19,4.2,314,2025-10-18 18:30:00,2025-10-07
456,Cruzeiro,Fortaleza,18 de out.,21:00,1.19,4.2,316,2025-10-18 21:00:00,2025-10-07
457,Ceará,Botafogo,19 de out.,16:00,1.94,1.79,320,2025-10-19 16:00:00,2025-10-07
458,Mirassol,São Paulo,19 de out.,16:00,1.62,2.18,315,2025-10-19 16:00:00,2025-10-07
459,Flamengo,Palmeiras,19 de out.,18:30,1.36,2.95,324,2025-10-19 18:30:00,2025-10-07
460,Bahia,Grêmio,19 de out.,20:30,1.36,2.9,303,2025-10-19 20:30:00,2025-10-07
461,Juventude,Bragantino,20 de out.,19:00,1.82,1.9,324,2025-10-20 19:00:00,2025-10-07
462,Vasco,Fluminense,20 de out.,19:30,1.74,2.0,334,2025-10-20 19:30:00,2025-10-07
463,Santos,Vitória,20 de out.,21:30,1.27,3.45,318,2025-10-20 21:30:00,2025-10-07
464,Cruzeiro,Vitória,sáb.,16:00,1.13,5.2,384,2025-11-01 16:00:00,2025-10-31
465,Santos,Fortaleza,sáb.,16:00,1.27,3.5,400,2025-11-01 16:00:00,2025-10-31
466,Mirassol,Botafogo,sáb.,18:00,1.52,2.4,369,2025-11-01 18:00:00,2025-10-31
467,Flamengo,Sport,sáb.,21:00,1.04,10.0,382,2025-11-01 21:00:00,2025-10-31
468,Bahia,Bragantino,dom.,16:00,1.29,3.35,317,2025-11-02 16:00:00,2025-10-31
469,Ceará,Fluminense,dom.,16:00,1.83,1.9,337,2025-11-02 16:00:00,2025-10-31
470,Corinthians,Grêmio,dom.,16:00,1.29,3.35,320,2025-11-02 16:00:00,2025-10-31
471,Internacional,Atlético-MG,dom.,18:30,1.43,2.65,311,2025-11-02 18:30:00,2025-10-31
472,Juventude,Palmeiras,dom.,18:30,4.7,1.16,349,2025-11-02 18:30:00,2025-10-31
473,Vasco,São Paulo,dom.,20:30,1.54,2.33,308,2025-11-02 20:30:00,2025-10-31
474,Bragantino,Corinthians,qua.,19:00,1.58,2.25,335,2025-11-05 19:00:00,2025-10-31
475,Sport,Juventude,qua.,19:00,1.34,3.05,336,2025-11-05 19:00:00,2025-10-31
476,Vitória,Internacional,qua.,19:00,1.75,1.98,319,2025-11-05 19:00:00,2025-10-31
477,Botafogo,Vasco,qua.,19:30,1.4,2.75,344,2025-11-05 19:30:00,2025-10-31
478,Atlético-MG,Bahia,qua.,20:00,1.55,2.33,349,2025-11-05 20:00:00,2025-10-31
479,Grêmio,Cruzeiro,qua.,20:00,2.18,1.62,321,2025-11-05 20:00:00,2025-10-31
480,São Paulo,Flamengo,qua.,21:30,2.75,1.4,301,2025-11-05 21:30:00,2025-10-31
481,Fluminense,Mirassol,6 de nov.,19:30,1.38,2.85,351,2025-11-06 19:30:00,2025-10-31
482,Ceará,Fortaleza,6 de nov.,20:00,1.6,2.23,316,2025-11-06 20:00:00,2025-10-31
483,Palmeiras,Santos,6 de nov.,21:30,1.12,5.4,348,2025-11-06 21:30:00,2025-10-31
484,Fortaleza,Vitória,13 de set.,16:00,1.37,2.88,282,2025-09-13 16:00:00,2025-09-05
485,Grêmio,Mirassol,13 de set.,16:00,1.58,2.23,272,2025-09-13 16:00:00,2025-09-05
486,Palmeiras,Internacional,13 de set.,18:30,1.22,3.9,257,2025-09-13 18:30:00,2025-09-05
487,Fluminense,Corinthians,13 de set.,21:00,1.4,2.75,315,2025-09-13 21:00:00,2025-09-05
488,Bragantino,Sport,14 de set.,11:00,1.38,2.85,253,2025-09-14 11:00:00,2025-09-05
489,Atlético-MG,Santos,14 de set.,16:00,1.35,2.95,214,2025-09-14 16:00:00,2025-09-05
490,Juventude,Flamengo,14 de set.,16:00,5.2,1.13,280,2025-09-14 16:00:00,2025-09-05
491,São Paulo,Botafogo,14 de set.,17:30,1.5,2.45,245,2025-09-14 17:30:00,2025-09-05
492,Vasco,Ceará,14 de set.,20:30,1.33,3.05,290,2025-09-14 20:30:00,2025-09-05
493,Bahia,Cruzeiro,15 de set.,20:00,1.6,2.23,314,2025-09-15 20:00:00,2025-09-05
494,Vitória,Fluminense,20 de set.,16:00,1.74,1.98,40,2025-09-20 16:00:00,2025-09-05
495,Botafogo,Atlético-MG,20 de set.,18:30,1.17,4.4,40,2025-09-20 18:30:00,2025-09-05
496,Ceará,Bahia,20 de set.,18:30,1.86,1.84,40,2025-09-20 18:30:00,2025-09-05
497,Palmeiras,Fortaleza,20 de set.,21:00,1.05,8.0,39,2025-09-20 21:00:00,2025-09-05
498,Mirassol,Juventude,21 de set.,16:00,1.18,4.3,40,2025-09-21 16:00:00,2025-09-05
499,Flamengo,Vasco,21 de set.,17:30,1.16,4.6,40,2025-09-21 17:30:00,2025-09-05
500,Internacional,Grêmio,21 de set.,17:30,1.35,2.95,40,2025-09-21 17:30:00,2025-09-05
501,Sport,Corinthians,21 de set.,17:30,1.9,1.8,40,2025-09-21 17:30:00,2025-09-05
502,Cruzeiro,Bragantino,21 de set.,20:30,1.15,4.7,40,2025-09-21 20:30:00,2025-09-05
503,Santos,São Paulo,21 de set.,20:30,1.7,2.04,40,2025-09-21 20:30:00,2025-09-05
504,Cruzeiro,Vitória,sáb.,16:00,1.12,5.3,413,2025-11-01 16:00:00,2025-11-01
505,Santos,Fortaleza,sáb.,16:00,1.26,3.55,442,2025-11-01 16:00:00,2025-11-01
506,Mirassol,Botafogo,sáb.,18:00,1.61,2.2,417,2025-11-01 18:00:00,2025-11-01
507,Flamengo,Sport,sáb.,21:00,1.03,10.5,439,2025-11-01 21:00:00,2025-11-01
508,Bahia,Bragantino,dom.,16:00,1.25,3.6,453,2025-11-02 16:00:00,2025-11-01
509,Ceará,Fluminense,dom.,16:00,1.91,1.78,466,2025-11-02 16:00:00,2025-11-01
510,Corinthians,Grêmio,dom.,16:00,1.25,3.55,468,2025-11-02 16:00:00,2025-11-01
511,Internacional,Atlético-MG,dom.,18:30,1.41,2.7,431,2025-11-02 18:30:00,2025-11-01
512,Juventude,Palmeiras,dom.,18:30,4.6,1.17,490,2025-11-02 18:30:00,2025-11-01
513,Vasco,São Paulo,dom.,20:30,1.49,2.48,455,2025-11-02 20:30:00,2025-11-01
514,Bragantino,Corinthians,qua.,19:00,1.58,2.25,335,2025-11-05 19:00:00,2025-11-01
515,Sport,Juventude,qua.,19:00,1.33,3.05,336,2025-11-05 19:00:00,2025-11-01
516,Vitória,Internacional,qua.,19:00,1.74,2.0,316,2025-11-05 19:00:00,2025-11-01
517,Botafogo,Vasco,qua.,19:30,1.4,2.75,336,2025-11-05 19:30:00,2025-11-01
518,Atlético-MG,Bahia,qua.,20:00,1.55,2.33,349,2025-11-05 20:00:00,2025-11-01
519,Grêmio,Cruzeiro,qua.,20:00,2.15,1.63,312,2025-11-05 20:00:00,2025-11-01
520,São Paulo,Flamengo,qua.,21:30,2.8,1.38,302,2025-11-05 21:30:00,2025-11-01
