time_casa,time_fora,dia_jogo,hora_jogo,mult_vitoria_time_1,mult_empate,mult_vitoria_time_2,num_apostas
Atlético-MG,Fortaleza,qua.,20:30,1.70,3.45,4.80,302
Sport,Flamengo,sáb.,18:30,9.50,4.60,1.30,293
Santos,Palmeiras,sáb.,21:00,3.75,3.40,1.90,308
Bragantino,Atlético-MG,16 de nov.,19:00,2.06,3.20,3.45,287
