time_casa,time_fora,dia_jogo,hora_jogo,mult_vitoria_time_1,mult_empate,mult_vitoria_time_2,num_apostas
Atlético-MG,Sport,qua.,19:00,1.64,3.60,5.75,350
Mirassol,Fluminense,qua.,21:00,2.25,3.20,3.25,318
Palmeiras,Juventude,sáb.,19:00,1.17,6.75,17.00,349
Palmeiras,Bragantino,15 de out.,19:00,1.41,4.50,7.50,353
Botafogo,Flamengo,15 de out.,19:30,3.60,3.30,2.08,326
Mirassol,Internacional,15 de out.,20:00,2.12,3.30,3.45,303
Sport,Ceará,15 de out.,20:00,2.32,3.20,3.15,324
Atlético-MG,Cruzeiro,15 de out.,21:30,2.75,3.05,2.70,337
Fortaleza,Vasco,15 de out.,21:30,2.33,3.10,3.20,306
Santos,Corinthians,15 de out.,21:30,2.20,3.10,3.50,291
Grêmio,São Paulo,16 de out.,19:00,2.35,3.20,3.05,298
Fluminense,Juventude,16 de out.,21:30,1.45,4.20,7.50,363
Vitória,Bahia,16 de out.,21:30,2.90,3.15,2.48,336
